"date","time_index","year","month","site","species","habitat","region","elevation","temperature","intervention","count"
2019-03-01,51,2019,3,"SITE07","SP01","Wetland","Central",912,26.01,0,7
2019-04-01,52,2019,4,"SITE07","SP01","Wetland","Central",912,22.32,0,7
2019-05-01,53,2019,5,"SITE07","SP01","Wetland","Central",912,19.54,0,7
2019-06-01,54,2019,6,"SITE07","SP01","Wetland","Central",912,15.15,1,25
2019-07-01,55,2019,7,"SITE07","SP01","Wetland","Central",912,11.46,0,10
2019-08-01,56,2019,8,"SITE07","SP01","Wetland","Central",912,9.4,0,11
2019-09-01,57,2019,9,"SITE07","SP01","Wetland","Central",912,9.24,0,9
2019-10-01,58,2019,10,"SITE07","SP01","Wetland","Central",912,9.1,0,3
2019-11-01,59,2019,11,"SITE07","SP01","Wetland","Central",912,12.57,0,3
2019-12-01,60,2019,12,"SITE07","SP01","Wetland","Central",912,16.52,0,2
2020-01-01,61,2020,1,"SITE07","SP01","Wetland","Central",912,22,0,5
2020-02-01,62,2020,2,"SITE07","SP01","Wetland","Central",912,26.08,0,3
2020-03-01,63,2020,3,"SITE07","SP01","Wetland","Central",912,23.82,0,6
2020-04-01,64,2020,4,"SITE07","SP01","Wetland","Central",912,25.75,0,7
2020-05-01,65,2020,5,"SITE07","SP01","Wetland","Central",912,23.08,0,8
2020-06-01,66,2020,6,"SITE07","SP01","Wetland","Central",912,17.21,0,10
2020-07-01,67,2020,7,"SITE07","SP01","Wetland","Central",912,13.91,0,7
2020-08-01,68,2020,8,"SITE07","SP01","Wetland","Central",912,8.37,0,11
2020-09-01,69,2020,9,"SITE07","SP01","Wetland","Central",912,9.54,0,3
2020-10-01,70,2020,10,"SITE07","SP01","Wetland","Central",912,9.63,0,7
2020-11-01,71,2020,11,"SITE07","SP01","Wetland","Central",912,12.96,0,1
2020-12-01,72,2020,12,"SITE07","SP01","Wetland","Central",912,17.71,0,4
2021-01-01,73,2021,1,"SITE07","SP01","Wetland","Central",912,22.22,0,6
2021-02-01,74,2021,2,"SITE07","SP01","Wetland","Central",912,24.1,0,6
2021-03-01,75,2021,3,"SITE07","SP01","Wetland","Central",912,27.89,0,1
2021-04-01,76,2021,4,"SITE07","SP01","Wetland","Central",912,24.8,0,9
2021-05-01,77,2021,5,"SITE07","SP01","Wetland","Central",912,21.11,0,10
2021-06-01,78,2021,6,"SITE07","SP01","Wetland","Central",912,17.78,0,11
2021-07-01,79,2021,7,"SITE07","SP01","Wetland","Central",912,13.27,1,20
2021-08-01,80,2021,8,"SITE07","SP01","Wetland","Central",912,9.38,0,7
2021-09-01,81,2021,9,"SITE07","SP01","Wetland","Central",912,9.93,0,4
2021-10-01,82,2021,10,"SITE07","SP01","Wetland","Central",912,11.48,0,3
2021-11-01,83,2021,11,"SITE07","SP01","Wetland","Central",912,13.87,0,4
2021-12-01,84,2021,12,"SITE07","SP01","Wetland","Central",912,17.89,0,2
2022-01-01,85,2022,1,"SITE07","SP01","Wetland","Central",912,21.71,0,2
2022-02-01,86,2022,2,"SITE07","SP01","Wetland","Central",912,25.36,0,2
2022-03-01,87,2022,3,"SITE07","SP01","Wetland","Central",912,24.33,0,4
2022-04-01,88,2022,4,"SITE07","SP01","Wetland","Central",912,25.73,0,8
2022-05-01,89,2022,5,"SITE07","SP01","Wetland","Central",912,20.76,0,7
2022-06-01,90,2022,6,"SITE07","SP01","Wetland","Central",912,18.03,0,8
2022-07-01,91,2022,7,"SITE07","SP01","Wetland","Central",912,14.51,0,12
2022-08-01,92,2022,8,"SITE07","SP01","Wetland","Central",912,11.07,0,9
2022-09-01,93,2022,9,"SITE07","SP01","Wetland","Central",912,8.23,0,4
2022-10-01,94,2022,10,"SITE07","SP01","Wetland","Central",912,10.92,0,3
2022-11-01,95,2022,11,"SITE07","SP01","Wetland","Central",912,14.18,0,6
2022-12-01,96,2022,12,"SITE07","SP01","Wetland","Central",912,18.87,0,1
2015-01-01,1,2015,1,"SITE07","SP02","Wetland","Central",912,18.07,0,10
2015-02-01,2,2015,2,"SITE07","SP02","Wetland","Central",912,22.12,0,12
2015-03-01,3,2015,3,"SITE07","SP02","Wetland","Central",912,22.09,0,7
2015-04-01,4,2015,4,"SITE07","SP02","Wetland","Central",912,21.91,0,3
2015-05-01,5,2015,5,"SITE07","SP02","Wetland","Central",912,19.32,0,2
2015-06-01,6,2015,6,"SITE07","SP02","Wetland","Central",912,14.98,0,2
2015-07-01,7,2015,7,"SITE07","SP02","Wetland","Central",912,10.92,0,0
2015-08-01,8,2015,8,"SITE07","SP02","Wetland","Central",912,6.58,0,4
2015-09-01,9,2015,9,"SITE07","SP02","Wetland","Central",912,7,0,1
2015-10-01,10,2015,10,"SITE07","SP02","Wetland","Central",912,6.57,0,3
2015-11-01,11,2015,11,"SITE07","SP02","Wetland","Central",912,12.48,0,2
2015-12-01,12,2015,12,"SITE07","SP02","Wetland","Central",912,14.36,0,4
2016-01-01,13,2016,1,"SITE07","SP02","Wetland","Central",912,19.54,0,9
2016-02-01,14,2016,2,"SITE07","SP02","Wetland","Central",912,22.87,0,9
2016-03-01,15,2016,3,"SITE07","SP02","Wetland","Central",912,23.46,0,2
2016-04-01,16,2016,4,"SITE07","SP02","Wetland","Central",912,23.76,0,3
2016-05-01,17,2016,5,"SITE07","SP02","Wetland","Central",912,18.66,0,1
2016-06-01,18,2016,6,"SITE07","SP02","Wetland","Central",912,15.98,0,0
2016-07-01,19,2016,7,"SITE07","SP02","Wetland","Central",912,10.59,1,1
2016-08-01,20,2016,8,"SITE07","SP02","Wetland","Central",912,10.8,0,1
2016-09-01,21,2016,9,"SITE07","SP02","Wetland","Central",912,8.32,0,1
2016-10-01,22,2016,10,"SITE07","SP02","Wetland","Central",912,8.39,0,0
2016-11-01,23,2016,11,"SITE07","SP02","Wetland","Central",912,12.48,0,6
2016-12-01,24,2016,12,"SITE07","SP02","Wetland","Central",912,14.56,0,9
2017-01-01,25,2017,1,"SITE07","SP02","Wetland","Central",912,21.26,0,3
2017-02-01,26,2017,2,"SITE07","SP02","Wetland","Central",912,21.55,0,8
2017-03-01,27,2017,3,"SITE07","SP02","Wetland","Central",912,22.25,0,5
2017-04-01,28,2017,4,"SITE07","SP02","Wetland","Central",912,22.71,0,3
2017-05-01,29,2017,5,"SITE07","SP02","Wetland","Central",912,20.72,0,1
2017-06-01,30,2017,6,"SITE07","SP02","Wetland","Central",912,15.89,0,2
2017-07-01,31,2017,7,"SITE07","SP02","Wetland","Central",912,11.17,0,1
2017-08-01,32,2017,8,"SITE07","SP02","Wetland","Central",912,10.21,0,0
2017-09-01,33,2017,9,"SITE07","SP02","Wetland","Central",912,10.4,0,0
2017-10-01,34,2017,10,"SITE07","SP02","Wetland","Central",912,7.13,0,1
2017-11-01,35,2017,11,"SITE07","SP02","Wetland","Central",912,13.52,0,1
2017-12-01,36,2017,12,"SITE07","SP02","Wetland","Central",912,15.61,0,4
2018-01-01,37,2018,1,"SITE07","SP02","Wetland","Central",912,21.09,0,7
2018-02-01,38,2018,2,"SITE07","SP02","Wetland","Central",912,21.24,0,5
2018-03-01,39,2018,3,"SITE07","SP02","Wetland","Central",912,23.91,0,4
2018-04-01,40,2018,4,"SITE07","SP02","Wetland","Central",912,22.17,0,1
2018-05-01,41,2018,5,"SITE07","SP02","Wetland","Central",912,19.74,0,2
2018-06-01,42,2018,6,"SITE07","SP02","Wetland","Central",912,15.18,0,1
2018-07-01,43,2018,7,"SITE07","SP02","Wetland","Central",912,12.66,0,0
2018-08-01,44,2018,8,"SITE07","SP02","Wetland","Central",912,10.61,0,1
2018-09-01,45,2018,9,"SITE07","SP02","Wetland","Central",912,7.86,0,0
2018-10-01,46,2018,10,"SITE07","SP02","Wetland","Central",912,9.22,0,1
2018-11-01,47,2018,11,"SITE07","SP02","Wetland","Central",912,11.3,0,6
2018-12-01,48,2018,12,"SITE07","SP02","Wetland","Central",912,17.44,0,4
2019-01-01,49,2019,1,"SITE07","SP02","Wetland","Central",912,21.03,0,5
2019-02-01,50,2019,2,"SITE07","SP02","Wetland","Central",912,21.86,0,4
2019-03-01,51,2019,3,"SITE07","SP02","Wetland","Central",912,26.01,0,4
2019-04-01,52,2019,4,"SITE07","SP02","Wetland","Central",912,22.32,0,1
2019-05-01,53,2019,5,"SITE07","SP02","Wetland","Central",912,19.54,0,1
2019-06-01,54,2019,6,"SITE07","SP02","Wetland","Central",912,15.15,0,1
2019-07-01,55,2019,7,"SITE07","SP02","Wetland","Central",912,11.46,0,0
2019-08-01,56,2019,8,"SITE07","SP02","Wetland","Central",912,9.4,0,0
2019-09-01,57,2019,9,"SITE07","SP02","Wetland","Central",912,9.24,0,0
2019-10-01,58,2019,10,"SITE07","SP02","Wetland","Central",912,9.1,0,1
2019-11-01,59,2019,11,"SITE07","SP02","Wetland","Central",912,12.57,0,3
2019-12-01,60,2019,12,"SITE07","SP02","Wetland","Central",912,16.52,0,3
2020-01-01,61,2020,1,"SITE07","SP02","Wetland","Central",912,22,0,4
2020-02-01,62,2020,2,"SITE07","SP02","Wetland","Central",912,26.08,0,2
2020-03-01,63,2020,3,"SITE07","SP02","Wetland","Central",912,23.82,0,2
2020-04-01,64,2020,4,"SITE07","SP02","Wetland","Central",912,25.75,0,1
2020-05-01,65,2020,5,"SITE07","SP02","Wetland","Central",912,23.08,0,3
2020-06-01,66,2020,6,"SITE07","SP02","Wetland","Central",912,17.21,0,1
2020-07-01,67,2020,7,"SITE07","SP02","Wetland","Central",912,13.91,0,0
2020-08-01,68,2020,8,"SITE07","SP02","Wetland","Central",912,8.37,0,0
2020-09-01,69,2020,9,"SITE07","SP02","Wetland","Central",912,9.54,0,0
2020-10-01,70,2020,10,"SITE07","SP02","Wetland","Central",912,9.63,0,0
2020-11-01,71,2020,11,"SITE07","SP02","Wetland","Central",912,12.96,0,1
2020-12-01,72,2020,12,"SITE07","SP02","Wetland","Central",912,17.71,1,11
2021-01-01,73,2021,1,"SITE07","SP02","Wetland","Central",912,22.22,0,4
2021-02-01,74,2021,2,"SITE07","SP02","Wetland","Central",912,24.1,0,1
2021-03-01,75,2021,3,"SITE07","SP02","Wetland","Central",912,27.89,0,7
2021-04-01,76,2021,4,"SITE07","SP02","Wetland","Central",912,24.8,0,0
2021-05-01,77,2021,5,"SITE07","SP02","Wetland","Central",912,21.11,0,1
2021-06-01,78,2021,6,"SITE07","SP02","Wetland","Central",912,17.78,0,0
2021-07-01,79,2021,7,"SITE07","SP02","Wetland","Central",912,13.27,0,0
2021-08-01,80,2021,8,"SITE07","SP02","Wetland","Central",912,9.38,1,0
2021-09-01,81,2021,9,"SITE07","SP02","Wetland","Central",912,9.93,0,1
2021-10-01,82,2021,10,"SITE07","SP02","Wetland","Central",912,11.48,0,2
2021-11-01,83,2021,11,"SITE07","SP02","Wetland","Central",912,13.87,0,2
2021-12-01,84,2021,12,"SITE07","SP02","Wetland","Central",912,17.89,0,1
2022-01-01,85,2022,1,"SITE07","SP02","Wetland","Central",912,21.71,0,3
2022-02-01,86,2022,2,"SITE07","SP02","Wetland","Central",912,25.36,0,7
2022-03-01,87,2022,3,"SITE07","SP02","Wetland","Central",912,24.33,0,2
2022-04-01,88,2022,4,"SITE07","SP02","Wetland","Central",912,25.73,0,2
2022-05-01,89,2022,5,"SITE07","SP02","Wetland","Central",912,20.76,1,3
2022-06-01,90,2022,6,"SITE07","SP02","Wetland","Central",912,18.03,0,0
2022-07-01,91,2022,7,"SITE07","SP02","Wetland","Central",912,14.51,0,0
2022-08-01,92,2022,8,"SITE07","SP02","Wetland","Central",912,11.07,0,2
2022-09-01,93,2022,9,"SITE07","SP02","Wetland","Central",912,8.23,0,0
2022-10-01,94,2022,10,"SITE07","SP02","Wetland","Central",912,10.92,0,1
2022-11-01,95,2022,11,"SITE07","SP02","Wetland","Central",912,14.18,0,4
2022-12-01,96,2022,12,"SITE07","SP02","Wetland","Central",912,18.87,0,6
2015-01-01,1,2015,1,"SITE07","SP03","Wetland","Central",912,18.07,0,15
2015-02-01,2,2015,2,"SITE07","SP03","Wetland","Central",912,22.12,0,18
2015-03-01,3,2015,3,"SITE07","SP03","Wetland","Central",912,22.09,0,10
2015-04-01,4,2015,4,"SITE07","SP03","Wetland","Central",912,21.91,0,2
2015-05-01,5,2015,5,"SITE07","SP03","Wetland","Central",912,19.32,0,2
2015-06-01,6,2015,6,"SITE07","SP03","Wetland","Central",912,14.98,0,3
2015-07-01,7,2015,7,"SITE07","SP03","Wetland","Central",912,10.92,0,3
2015-08-01,8,2015,8,"SITE07","SP03","Wetland","Central",912,6.58,1,6
2015-09-01,9,2015,9,"SITE07","SP03","Wetland","Central",912,7,0,6
2015-10-01,10,2015,10,"SITE07","SP03","Wetland","Central",912,6.57,0,6
2015-11-01,11,2015,11,"SITE07","SP03","Wetland","Central",912,12.48,0,17
2015-12-01,12,2015,12,"SITE07","SP03","Wetland","Central",912,14.36,0,9
2016-01-01,13,2016,1,"SITE07","SP03","Wetland","Central",912,19.54,0,11
2016-02-01,14,2016,2,"SITE07","SP03","Wetland","Central",912,22.87,0,11
2016-03-01,15,2016,3,"SITE07","SP03","Wetland","Central",912,23.46,0,12
2016-04-01,16,2016,4,"SITE07","SP03","Wetland","Central",912,23.76,0,4
2016-05-01,17,2016,5,"SITE07","SP03","Wetland","Central",912,18.66,1,5
2016-06-01,18,2016,6,"SITE07","SP03","Wetland","Central",912,15.98,0,1
2016-07-01,19,2016,7,"SITE07","SP03","Wetland","Central",912,10.59,0,1
2016-08-01,20,2016,8,"SITE07","SP03","Wetland","Central",912,10.8,0,4
2016-09-01,21,2016,9,"SITE07","SP03","Wetland","Central",912,8.32,0,6
2016-10-01,22,2016,10,"SITE07","SP03","Wetland","Central",912,8.39,0,5
2016-11-01,23,2016,11,"SITE07","SP03","Wetland","Central",912,12.48,0,4
2016-12-01,24,2016,12,"SITE07","SP03","Wetland","Central",912,14.56,0,8
2017-01-01,25,2017,1,"SITE07","SP03","Wetland","Central",912,21.26,0,16
2017-02-01,26,2017,2,"SITE07","SP03","Wetland","Central",912,21.55,1,33
2017-03-01,27,2017,3,"SITE07","SP03","Wetland","Central",912,22.25,0,7
2017-04-01,28,2017,4,"SITE07","SP03","Wetland","Central",912,22.71,0,2
2017-05-01,29,2017,5,"SITE07","SP03","Wetland","Central",912,20.72,0,4
2017-06-01,30,2017,6,"SITE07","SP03","Wetland","Central",912,15.89,0,3
2017-07-01,31,2017,7,"SITE07","SP03","Wetland","Central",912,11.17,0,1
2017-08-01,32,2017,8,"SITE07","SP03","Wetland","Central",912,10.21,0,3
2017-09-01,33,2017,9,"SITE07","SP03","Wetland","Central",912,10.4,0,2
2017-10-01,34,2017,10,"SITE07","SP03","Wetland","Central",912,7.13,0,4
2017-11-01,35,2017,11,"SITE07","SP03","Wetland","Central",912,13.52,0,7
2017-12-01,36,2017,12,"SITE07","SP03","Wetland","Central",912,15.61,0,11
2018-01-01,37,2018,1,"SITE07","SP03","Wetland","Central",912,21.09,0,6
2018-02-01,38,2018,2,"SITE07","SP03","Wetland","Central",912,21.24,0,11
2018-03-01,39,2018,3,"SITE07","SP03","Wetland","Central",912,23.91,0,10
2018-04-01,40,2018,4,"SITE07","SP03","Wetland","Central",912,22.17,0,7
2018-05-01,41,2018,5,"SITE07","SP03","Wetland","Central",912,19.74,0,0
2018-06-01,42,2018,6,"SITE07","SP03","Wetland","Central",912,15.18,0,3
2018-07-01,43,2018,7,"SITE07","SP03","Wetland","Central",912,12.66,1,3
2018-08-01,44,2018,8,"SITE07","SP03","Wetland","Central",912,10.61,0,4
2018-09-01,45,2018,9,"SITE07","SP03","Wetland","Central",912,7.86,0,0
2018-10-01,46,2018,10,"SITE07","SP03","Wetland","Central",912,9.22,0,3
2018-11-01,47,2018,11,"SITE07","SP03","Wetland","Central",912,11.3,0,8
2018-12-01,48,2018,12,"SITE07","SP03","Wetland","Central",912,17.44,0,8
2019-01-01,49,2019,1,"SITE07","SP03","Wetland","Central",912,21.03,0,9
2019-02-01,50,2019,2,"SITE07","SP03","Wetland","Central",912,21.86,0,14
2019-03-01,51,2019,3,"SITE07","SP03","Wetland","Central",912,26.01,0,10
2019-04-01,52,2019,4,"SITE07","SP03","Wetland","Central",912,22.32,1,13
2019-05-01,53,2019,5,"SITE07","SP03","Wetland","Central",912,19.54,0,5
2019-06-01,54,2019,6,"SITE07","SP03","Wetland","Central",912,15.15,0,1
2019-07-01,55,2019,7,"SITE07","SP03","Wetland","Central",912,11.46,0,2
2019-08-01,56,2019,8,"SITE07","SP03","Wetland","Central",912,9.4,0,2
2019-09-01,57,2019,9,"SITE07","SP03","Wetland","Central",912,9.24,0,2
2019-10-01,58,2019,10,"SITE07","SP03","Wetland","Central",912,9.1,0,5
2019-11-01,59,2019,11,"SITE07","SP03","Wetland","Central",912,12.57,0,3
2019-12-01,60,2019,12,"SITE07","SP03","Wetland","Central",912,16.52,0,4
2020-01-01,61,2020,1,"SITE07","SP03","Wetland","Central",912,22,0,11
2020-02-01,62,2020,2,"SITE07","SP03","Wetland","Central",912,26.08,0,6
2020-03-01,63,2020,3,"SITE07","SP03","Wetland","Central",912,23.82,0,5
2020-04-01,64,2020,4,"SITE07","SP03","Wetland","Central",912,25.75,0,2
2020-05-01,65,2020,5,"SITE07","SP03","Wetland","Central",912,23.08,0,2
2020-06-01,66,2020,6,"SITE07","SP03","Wetland","Central",912,17.21,0,3
2020-07-01,67,2020,7,"SITE07","SP03","Wetland","Central",912,13.91,0,2
2020-08-01,68,2020,8,"SITE07","SP03","Wetland","Central",912,8.37,0,4
2020-09-01,69,2020,9,"SITE07","SP03","Wetland","Central",912,9.54,0,5
2020-10-01,70,2020,10,"SITE07","SP03","Wetland","Central",912,9.63,0,2
2020-11-01,71,2020,11,"SITE07","SP03","Wetland","Central",912,12.96,0,3
2020-12-01,72,2020,12,"SITE07","SP03","Wetland","Central",912,17.71,0,5
2021-01-01,73,2021,1,"SITE07","SP03","Wetland","Central",912,22.22,0,3
2021-02-01,74,2021,2,"SITE07","SP03","Wetland","Central",912,24.1,0,10
2021-03-01,75,2021,3,"SITE07","SP03","Wetland","Central",912,27.89,0,3
2021-04-01,76,2021,4,"SITE07","SP03","Wetland","Central",912,24.8,0,1
2021-05-01,77,2021,5,"SITE07","SP03","Wetland","Central",912,21.11,0,4
2021-06-01,78,2021,6,"SITE07","SP03","Wetland","Central",912,17.78,0,1
2021-07-01,79,2021,7,"SITE07","SP03","Wetland","Central",912,13.27,0,2
2021-08-01,80,2021,8,"SITE07","SP03","Wetland","Central",912,9.38,0,3
2021-09-01,81,2021,9,"SITE07","SP03","Wetland","Central",912,9.93,0,4
2021-10-01,82,2021,10,"SITE07","SP03","Wetland","Central",912,11.48,0,1
2021-11-01,83,2021,11,"SITE07","SP03","Wetland","Central",912,13.87,0,6
2021-12-01,84,2021,12,"SITE07","SP03","Wetland","Central",912,17.89,0,5
2022-01-01,85,2022,1,"SITE07","SP03","Wetland","Central",912,21.71,0,6
2022-02-01,86,2022,2,"SITE07","SP03","Wetland","Central",912,25.36,0,4
2022-03-01,87,2022,3,"SITE07","SP03","Wetland","Central",912,24.33,0,6
2022-04-01,88,2022,4,"SITE07","SP03","Wetland","Central",912,25.73,0,4
2022-05-01,89,2022,5,"SITE07","SP03","Wetland","Central",912,20.76,0,4
2022-06-01,90,2022,6,"SITE07","SP03","Wetland","Central",912,18.03,0,0
2022-07-01,91,2022,7,"SITE07","SP03","Wetland","Central",912,14.51,0,2
2022-08-01,92,2022,8,"SITE07","SP03","Wetland","Central",912,11.07,0,1
2022-09-01,93,2022,9,"SITE07","SP03","Wetland","Central",912,8.23,0,1
2022-10-01,94,2022,10,"SITE07","SP03","Wetland","Central",912,10.92,0,4
2022-11-01,95,2022,11,"SITE07","SP03","Wetland","Central",912,14.18,0,5
2022-12-01,96,2022,12,"SITE07","SP03","Wetland","Central",912,18.87,0,10
2015-01-01,1,2015,1,"SITE07","SP04","Wetland","Central",912,18.07,0,5
2015-02-01,2,2015,2,"SITE07","SP04","Wetland","Central",912,22.12,0,8
2015-03-01,3,2015,3,"SITE07","SP04","Wetland","Central",912,22.09,0,9
2015-04-01,4,2015,4,"SITE07","SP04","Wetland","Central",912,21.91,0,12
2015-05-01,5,2015,5,"SITE07","SP04","Wetland","Central",912,19.32,0,6
2015-06-01,6,2015,6,"SITE07","SP04","Wetland","Central",912,14.98,0,4
2015-07-01,7,2015,7,"SITE07","SP04","Wetland","Central",912,10.92,0,3
2015-08-01,8,2015,8,"SITE07","SP04","Wetland","Central",912,6.58,0,0
2015-09-01,9,2015,9,"SITE07","SP04","Wetland","Central",912,7,0,1
2015-10-01,10,2015,10,"SITE07","SP04","Wetland","Central",912,6.57,1,3
2015-11-01,11,2015,11,"SITE07","SP04","Wetland","Central",912,12.48,0,0
2015-12-01,12,2015,12,"SITE07","SP04","Wetland","Central",912,14.36,0,6
2016-01-01,13,2016,1,"SITE07","SP04","Wetland","Central",912,19.54,0,1
2016-02-01,14,2016,2,"SITE07","SP04","Wetland","Central",912,22.87,0,6
2016-03-01,15,2016,3,"SITE07","SP04","Wetland","Central",912,23.46,0,13
2016-04-01,16,2016,4,"SITE07","SP04","Wetland","Central",912,23.76,0,13
2016-05-01,17,2016,5,"SITE07","SP04","Wetland","Central",912,18.66,0,8
2016-06-01,18,2016,6,"SITE07","SP04","Wetland","Central",912,15.98,0,4
2016-07-01,19,2016,7,"SITE07","SP04","Wetland","Central",912,10.59,0,0
2016-08-01,20,2016,8,"SITE07","SP04","Wetland","Central",912,10.8,0,0
2016-09-01,21,2016,9,"SITE07","SP04","Wetland","Central",912,8.32,0,0
2016-10-01,22,2016,10,"SITE07","SP04","Wetland","Central",912,8.39,0,1
2016-11-01,23,2016,11,"SITE07","SP04","Wetland","Central",912,12.48,0,1
2016-12-01,24,2016,12,"SITE07","SP04","Wetland","Central",912,14.56,0,1
2017-01-01,25,2017,1,"SITE07","SP04","Wetland","Central",912,21.26,0,2
2017-02-01,26,2017,2,"SITE07","SP04","Wetland","Central",912,21.55,0,11
2017-03-01,27,2017,3,"SITE07","SP04","Wetland","Central",912,22.25,0,10
2017-04-01,28,2017,4,"SITE07","SP04","Wetland","Central",912,22.71,0,10
2017-05-01,29,2017,5,"SITE07","SP04","Wetland","Central",912,20.72,0,6
2017-06-01,30,2017,6,"SITE07","SP04","Wetland","Central",912,15.89,0,2
2017-07-01,31,2017,7,"SITE07","SP04","Wetland","Central",912,11.17,0,5
2017-08-01,32,2017,8,"SITE07","SP04","Wetland","Central",912,10.21,0,0
2017-09-01,33,2017,9,"SITE07","SP04","Wetland","Central",912,10.4,0,1
2017-10-01,34,2017,10,"SITE07","SP04","Wetland","Central",912,7.13,0,0
2017-11-01,35,2017,11,"SITE07","SP04","Wetland","Central",912,13.52,0,1
2017-12-01,36,2017,12,"SITE07","SP04","Wetland","Central",912,15.61,0,1
2018-01-01,37,2018,1,"SITE07","SP04","Wetland","Central",912,21.09,1,2
2018-02-01,38,2018,2,"SITE07","SP04","Wetland","Central",912,21.24,0,1
2018-03-01,39,2018,3,"SITE07","SP04","Wetland","Central",912,23.91,0,4
2018-04-01,40,2018,4,"SITE07","SP04","Wetland","Central",912,22.17,0,7
2018-05-01,41,2018,5,"SITE07","SP04","Wetland","Central",912,19.74,0,10
2018-06-01,42,2018,6,"SITE07","SP04","Wetland","Central",912,15.18,0,4
2018-07-01,43,2018,7,"SITE07","SP04","Wetland","Central",912,12.66,0,2
2018-08-01,44,2018,8,"SITE07","SP04","Wetland","Central",912,10.61,0,0
2018-09-01,45,2018,9,"SITE07","SP04","Wetland","Central",912,7.86,0,0
2018-10-01,46,2018,10,"SITE07","SP04","Wetland","Central",912,9.22,0,1
2018-11-01,47,2018,11,"SITE07","SP04","Wetland","Central",912,11.3,0,0
2018-12-01,48,2018,12,"SITE07","SP04","Wetland","Central",912,17.44,0,0
2019-01-01,49,2019,1,"SITE07","SP04","Wetland","Central",912,21.03,0,1
2019-02-01,50,2019,2,"SITE07","SP04","Wetland","Central",912,21.86,0,5
2019-03-01,51,2019,3,"SITE07","SP04","Wetland","Central",912,26.01,0,3
2019-04-01,52,2019,4,"SITE07","SP04","Wetland","Central",912,22.32,1,21
2019-05-01,53,2019,5,"SITE07","SP04","Wetland","Central",912,19.54,0,5
2019-06-01,54,2019,6,"SITE07","SP04","Wetland","Central",912,15.15,0,1
2019-07-01,55,2019,7,"SITE07","SP04","Wetland","Central",912,11.46,0,0
2019-08-01,56,2019,8,"SITE07","SP04","Wetland","Central",912,9.4,0,1
2019-09-01,57,2019,9,"SITE07","SP04","Wetland","Central",912,9.24,0,0
2019-10-01,58,2019,10,"SITE07","SP04","Wetland","Central",912,9.1,0,0
2019-11-01,59,2019,11,"SITE07","SP04","Wetland","Central",912,12.57,0,1
2019-12-01,60,2019,12,"SITE07","SP04","Wetland","Central",912,16.52,0,2
2020-01-01,61,2020,1,"SITE07","SP04","Wetland","Central",912,22,0,2
2020-02-01,62,2020,2,"SITE07","SP04","Wetland","Central",912,26.08,0,4
2020-03-01,63,2020,3,"SITE07","SP04","Wetland","Central",912,23.82,0,5
2020-04-01,64,2020,4,"SITE07","SP04","Wetland","Central",912,25.75,0,4
2020-05-01,65,2020,5,"SITE07","SP04","Wetland","Central",912,23.08,0,6
2020-06-01,66,2020,6,"SITE07","SP04","Wetland","Central",912,17.21,0,4
2020-07-01,67,2020,7,"SITE07","SP04","Wetland","Central",912,13.91,0,2
2020-08-01,68,2020,8,"SITE07","SP04","Wetland","Central",912,8.37,0,0
2020-09-01,69,2020,9,"SITE07","SP04","Wetland","Central",912,9.54,0,0
2020-10-01,70,2020,10,"SITE07","SP04","Wetland","Central",912,9.63,0,0
2020-11-01,71,2020,11,"SITE07","SP04","Wetland","Central",912,12.96,1,3
2020-12-01,72,2020,12,"SITE07","SP04","Wetland","Central",912,17.71,0,0
2021-01-01,73,2021,1,"SITE07","SP04","Wetland","Central",912,22.22,0,1
2021-02-01,74,2021,2,"SITE07","SP04","Wetland","Central",912,24.1,0,3
2021-03-01,75,2021,3,"SITE07","SP04","Wetland","Central",912,27.89,0,7
2021-04-01,76,2021,4,"SITE07","SP04","Wetland","Central",912,24.8,0,7
2021-05-01,77,2021,5,"SITE07","SP04","Wetland","Central",912,21.11,0,7
2021-06-01,78,2021,6,"SITE07","SP04","Wetland","Central",912,17.78,0,3
2021-07-01,79,2021,7,"SITE07","SP04","Wetland","Central",912,13.27,0,2
2021-08-01,80,2021,8,"SITE07","SP04","Wetland","Central",912,9.38,0,0
2021-09-01,81,2021,9,"SITE07","SP04","Wetland","Central",912,9.93,0,0
2021-10-01,82,2021,10,"SITE07","SP04","Wetland","Central",912,11.48,0,0
2021-11-01,83,2021,11,"SITE07","SP04","Wetland","Central",912,13.87,0,1
2021-12-01,84,2021,12,"SITE07","SP04","Wetland","Central",912,17.89,0,1
2022-01-01,85,2022,1,"SITE07","SP04","Wetland","Central",912,21.71,0,2
2022-02-01,86,2022,2,"SITE07","SP04","Wetland","Central",912,25.36,0,4
2022-03-01,87,2022,3,"SITE07","SP04","Wetland","Central",912,24.33,0,3
2022-04-01,88,2022,4,"SITE07","SP04","Wetland","Central",912,25.73,0,6
2022-05-01,89,2022,5,"SITE07","SP04","Wetland","Central",912,20.76,0,4
2022-06-01,90,2022,6,"SITE07","SP04","Wetland","Central",912,18.03,0,6
2022-07-01,91,2022,7,"SITE07","SP04","Wetland","Central",912,14.51,0,0
2022-08-01,92,2022,8,"SITE07","SP04","Wetland","Central",912,11.07,0,2
2022-09-01,93,2022,9,"SITE07","SP04","Wetland","Central",912,8.23,0,0
2022-10-01,94,2022,10,"SITE07","SP04","Wetland","Central",912,10.92,0,0
