"site_id","transect_id","site_in_transect","x","y","location_code","land_cover","mgmt_unit","canopy_cover","ndvi","dist_to_water_m","elevation_m","shrub_height_cm","passive_site","visual_scan_min","call_playback_min","track_survey_min","scat_survey_min","spotlight_min","total_effort_min","detected"
"T0130_07","T0130","07",42.5145995623338,15.0973302376867,"F/59/S","Grassland","North",38.0966746262283,0.361857885051641,NA,1116,135,FALSE,12,0,24,15,6,57,0
"T0131_01","T0131","01",37.1992340386044,65.8674220843433,"F/317/S","Woodland","North",24.8183895042361,0.395572570996925,36,764,44,FALSE,11,1,30,49,5,96,1
"T0132_01","T0132","01",64.2948203815921,90.7821443141515,"A/1650/S","Woodland","North",NA,0.566553977369592,370,908,23,FALSE,13,11,22,26,7,79,1
"T0132_02","T0132","02",63.3996613384602,86.656098502387,"A/105/N","Woodland","North",46.7469251197941,0.367770315345798,69,618,36,TRUE,0,0,0,0,0,0,0
"T0133_01","T0133","01",0,32.2771573663122,"C/1062/S","Woodland",NA,74.7826017666474,NA,511,805,50,FALSE,5,18,30,2,4,59,0
"T0134_01","T0134","01",2.27080598541206,55.8726024646092,"D/496/S","Grassland","Central",NA,0.460270183643839,1343,957,75,TRUE,0,0,0,0,0,0,0
"T0134_02","T0134","02",7.19631608249824,44.8496637239182,"B/995/S","Grassland","Central",52.8487160658799,0.515749929116229,1506,1036,13,TRUE,0,0,0,0,0,0,0
"T0134_03","T0134","03",12.3861962994808,53.9197064282479,"B/1595/N",NA,"Central",62.3628617341244,0.487618503123818,924,877,3,FALSE,30,19,2,17,16,84,0
"T0134_04","T0134","04",1.03496083533417,52.0695500023948,"F/410/N","Grassland","Central",57.5790118727687,0.554189958513897,62,848,114,FALSE,0,23,3,13,9,48,0
"T0134_05","T0134","05",6.1822187605114,56.8839050921906,"F/1516/S","Grassland","Central",19.7948329375057,0.326933599637934,23,811,119,FALSE,40,33,33,39,9,154,0
"T0135_01","T0135","01",93.2440779761832,98.9731710567807,"C/1021/S","Grassland","South",65.0412806327936,0.633627279771428,351,941,66,FALSE,39,1,42,10,10,102,1
"T0136_01","T0136","01",3.39144629803213,73.4036857637824,"A/1575/S","Shrubland","Central",36.7894092700279,0.448931410105838,512,949,90,FALSE,25,20,67,3,14,129,1
"T0136_02","T0136","02",0,70.4604346599822,"C/442/N","Shrubland","Central",62.8325508141364,0.595672617895983,73,966,71,FALSE,1,20,33,2,31,87,1
"T0136_03","T0136","03",0,67.1913311543503,"E/452/N","Shrubland","Central",52.532072981465,0.530820989353494,361,783,57,FALSE,6,11,91,26,10,144,1
"T0136_04","T0136","04",1.52679441275025,68.1930426688198,"E/1551/S","Shrubland","Central",34.9499700418183,0.48589532890983,204,851,97,FALSE,10,11,9,5,19,54,1
"T0137_01","T0137","01",18.4386975694928,62.2697190463408,"D/1468/S","Grassland","North",46.9071398605425,0.506665410871451,967,1161,82,TRUE,0,0,0,0,0,0,0
"T0137_02","T0137","02",12.7354797186548,64.922424588913,"E/477/S","Grassland","North",36.4010503487945,0.440148152099174,198,772,108,TRUE,0,0,NA,0,0,0,1
"T0137_03","T0137","03",18.4073245333994,58.8418302288705,"C/810/N","Grassland","North",NA,0.492442452446638,27,829,74,FALSE,1,40,18,3,17,79,1
"T0137_04","T0137","04",11.6460873356479,63.7157263269591,"B/1401/N","Grassland","North",28.1854740915719,0.402033568123998,346,1092,40,FALSE,5,5,6,12,6,34,1
"T0138_01","T0138","01",51.2088467220626,20.8858262138244,"D/1680/S","Grassland","Central",54.8920681036173,0.510453162208673,948,735,47,TRUE,0,0,0,0,0,0,0
"T0138_02","T0138","02",55.2796041514362,17.7005073335856,"D/128/N","Grassland","Central",0,0.172072073551502,616,967,93,FALSE,35,20,21,NA,6,113,0
"T0138_03","T0138","03",46.3890133332917,21.489366778656,"B/1211/N","Grassland","Central",23.8106623037229,0.297207310303584,95,1068,54,TRUE,0,0,0,0,0,0,0
"T0139_01","T0139","01",56.3956958577665,17.8201280895734,"A/1495/S","Shrubland","North",34.581080476253,0.422845126409054,491,775,42,FALSE,1,10,5,2,NA,47,0
"T0139_02","T0139","02",58.9716985192062,20.2634864601837,"B/166/S","Shrubland","North",14.0152544679029,0.374932558668775,1,972,NA,TRUE,0,0,0,0,0,0,0
"T0139_03","T0139","03",52.4742142743086,18.2149856521656,"A/838/S","Shrubland","North",66.5164866214294,0.6432242208764,82,NA,75,FALSE,1,17,50,3,38,109,1
"T0140_01","T0140","01",30.9167323497951,52.8014509216587,"E/567/N","Grassland","North",27.3997681271471,0.355878343490712,166,759,74,TRUE,0,0,0,NA,0,0,0
"T0140_02","T0140","02",30.499936820721,51.6887216747776,"C/332/N","Grassland","North",4.95903265161879,0.264785629679997,305,743,25,FALSE,6,9,50,4,8,77,1
"T0141_01","T0141","01",65.9703235155711,94.9548430129344,"D/1657/S","Grassland","Central",25.7525875536907,0.369630271840424,211,753,51,TRUE,0,0,0,0,0,0,0
"T0141_02","T0141","02",70.2986994411634,98.7674104743426,"E/53/N","Grassland","Central",59.955901300152,0.57717764535742,121,1098,53,TRUE,0,0,0,0,0,0,1
"T0141_03","T0141","03",69.5044880510586,97.3415925769399,"E/1152/N","Grassland","Central",3.69470315970201,0.157919002379719,605,612,28,FALSE,2,8,28,20,2,60,0
"T0141_04","T0141","04",64.5870157682996,95.9408916053611,"A/868/N","Grassland","Central",28.7127471639251,0.357558205645791,857,970,53,FALSE,9,14,26,7,24,80,0
"T0141_05","T0141","05",69.7456009867066,98.9761206081411,"B/1187/N","Grassland","Central",50.9387458016735,0.555285626920174,504,919,0,FALSE,19,8,2,38,15,82,0
"T0141_06","T0141","06",65.4327054051155,97.2543640307681,"B/1376/N","Grassland","Central",12.8997640592096,0.379937096919287,49,831,78,FALSE,18,26,5,8,20,77,1
"T0141_07","T0141","07",68.5951980659738,95.0453586118184,"C/498/S","Grassland","Central",45.5115477851312,0.426939496715158,27,916,56,TRUE,0,0,0,0,0,0,1
"T0142_01","T0142","01",28.3820524436836,78.0087416404992,"A/1038/S","Grassland","Central",45.5698233613809,0.482777770933748,150,918,27,FALSE,2,5,18,1,0,26,0
"T0142_02","T0142","02",26.6286464485983,78.1736011955222,"E/1510/S","Grassland","Central",46.9684109392716,0.479200650048819,72,958,95,TRUE,0,0,0,0,0,0,0
"T0142_03","T0142","03",29.6412592864365,76.5934351687221,"E/789/N","Grassland","Central",66.3312653039756,0.665978068550589,156,984,53,FALSE,4,13,61,36,1,115,0
"T0143_01","T0143","01",49.0142127783718,38.3681330147342,"C/886/N","Riparian","Central",31.9662307620878,0.383194435108876,280,1101,66,FALSE,17,1,43,26,7,94,1
"T0143_02","T0143","02",46.7598345615526,31.4748977734648,"C/1324/S","Riparian","Central",31.7392178516306,0.365002570427776,336,876,99,FALSE,17,6,25,4,8,60,1
"T0144_01","T0144","01",65.9116836228243,3.12434568990175,"A/1282/N","Grassland","Central",NA,0.334141644834328,24,1072,86,TRUE,0,0,0,0,0,0,0
"T0144_02","T0144","02",68.0457998462975,3.95101086169983,"A/170/S","Grassland","Central",66.8585697849887,0.476650473123481,NA,1162,15,FALSE,5,9,8,6,33,61,1
"T0145_01","T0145","01",93.2830157972263,8.49001219613021,"E/1569/S","Shrubland","Central",25.8524775420511,0.42072342752393,135,1031,52,FALSE,NA,78,24,19,18,142,1
"T0146_01","T0146","01",2.95584893969807,66.9781698695212,"A/638/S","Woodland","Central",55.6001642881193,0.603231318767528,315,698,82,FALSE,12,NA,NA,7,35,74,0
"T0146_02","T0146","02",9.3881397260304,71.9694107674779,"F/1008/N","Woodland","Central",45.2305521537991,0.430957491303802,37,1021,54,FALSE,10,62,4,29,1,106,1
"T0146_03","T0146","03",1.60700689211393,64.2293147239165,"A/121/S","Woodland","Central",42.4365167662094,0.505159094285234,286,716,122,FALSE,2,44,6,4,4,60,0
"T0146_04","T0146","04",10.4421329334476,70.1608708013067,"F/1478/S","Woodland","Central",85.0172557058193,0.755909618106833,31,711,5,TRUE,0,0,0,0,0,0,0
"T0146_05","T0146","05",5.9092811388711,62.3103902736508,"E/1645/N","Woodland","Central",49.1211634263548,0.416671845586701,295,709,44,FALSE,13,19,11,0,1,44,0
"T0146_06","T0146","06",4.5343618350175,71.5810010753273,"E/223/S","Woodland","Central",30.0581339712712,0.276666795666177,703,739,0,FALSE,14,16,0,0,61,91,1
"T0147_01","T0147","01",13.0853257960234,13.846364824122,"B/762/N","Shrubland","North",4.14295576055734,0.251479593554444,848,748,126,TRUE,0,0,0,0,0,0,0
"T0147_02","T0147","02",21.5341649571339,14.4102188885134,"B/588/N","Shrubland","North",37.1394780019189,0.349439847740139,926,1245,13,FALSE,15,16,18,56,3,108,0
"T0147_03","T0147","03",19.7309194244911,19.6615938743282,"A/1486/S","Shrubland","North",84.5054568434978,0.733549505562134,518,794,58,FALSE,4,8,1,28,1,42,1
"T0147_04","T0147","04",18.7030941947184,15.5374723172413,"C/1263/N","Shrubland","North",2.96948213127824,0.17223458232943,195,523,44,FALSE,16,5,7,15,1,44,0
"T0147_05","T0147","05",18.4738923450781,16.3208831752365,"F/1200/N","Shrubland","North",68.4559854901146,0.546669033332956,81,NA,67,FALSE,35,NA,7,3,19,68,1
"T0147_06","T0147","06",18.665556340783,15.8376651583948,"F/620/S","Shrubland",NA,54.9317311451382,0.596300471255678,51,749,34,FALSE,12,4,NA,1,16,46,1
"T0147_07","T0147","07",19.5076662666908,21.9453180928243,"D/435/S","Shrubland","North",16.7787766126528,0.3134716276747,361,1139,35,FALSE,6,14,42,3,15,80,1
"T0148_01","T0148","01",68.8984068081213,77.5771947751984,"A/759/N","Grassland","South",48.2403967598065,0.467728560838305,621,840,0,FALSE,16,9,18,34,10,87,1
"T0148_02","T0148","02",62.129652267002,75.192917381444,"F/173/N","Grassland","South",98.0392790366405,0.762588219585033,963,775,56,TRUE,0,0,0,0,0,0,0
"T0149_01","T0149","01",63.8919958139732,45.7568983730177,"F/76/S","Grassland","Central",48.5092468151975,0.507117091339646,462,847,81,FALSE,12,2,6,33,3,56,1
"T0149_02","T0149","02",69.0650302791865,48.7724917297213,"B/164/S","Grassland","Central",83.2699431504931,0.728074905149238,71,1119,96,FALSE,9,6,40,22,7,84,1
"T0149_03","T0149","03",66.7493800509863,56.9817264858964,NA,"Grassland","Central",11.9411736229086,0.315721832739957,48,905,60,FALSE,26,NA,6,16,13,74,0
"T0149_04","T0149","04",69.0916077137917,47.7702954925797,"F/793/N","Grassland","Central",35.9752054096327,0.440959697310904,531,955,96,FALSE,42,40,5,2,10,99,1
"T0150_01","T0150","01",3.07542848549197,0,"C/140/S","Shrubland","South",33.8973206488847,0.327160148459884,354,854,67,FALSE,34,2,11,1,4,52,1
"T0151_01","T0151","01",12.7769342641637,37.7402169601802,NA,"Shrubland","South",60.4003908860703,0.486526146674187,325,931,109,FALSE,1,1,3,14,44,63,0
"T0151_02","T0151","02",17.8016132319371,29.145516056705,"B/599/N","Shrubland","South",31.4963294623577,0.348433934429747,474,1075,73,FALSE,17,16,48,7,3,91,1
"T0151_03","T0151","03",18.2442961210394,35.4975997289838,"E/1393/S","Shrubland","South",67.7547031545377,0.686310629269812,80,853,88,TRUE,0,0,0,0,0,0,1
"T0151_04","T0151","04",13.1368969982386,32.8428808456266,"F/586/S","Shrubland","South",28.232843067596,0.399340690485607,170,836,86,TRUE,0,0,0,0,0,0,1
"T0152_01","T0152","01",5.17595510251788,41.8001362083964,"E/21/S","Shrubland","Central",38.7603569977652,0.484908225465894,266,845,15,TRUE,0,0,0,0,0,0,0
"T0152_02","T0152","02",7.25086007280073,42.3914328347278,"C/87/N","Shrubland","Central",60.2777004889126,0.563190663386072,19,867,42,FALSE,3,16,1,29,4,53,0
"T0152_03","T0152","03",4.98665966508084,48.7095646817144,"F/1184/S","Shrubland","Central",70.9087897854003,0.672499462919193,827,932,85,FALSE,20,1,32,19,14,86,0
"T0153_01","T0153","01",98.1056073847746,62.4774751165182,"C/1458/S","Woodland","South",38.0941960404955,0.376929305885405,96,920,81,FALSE,27,10,0,14,1,52,1
"T0153_02","T0153","02",95.5064792657275,66.5336567303293,"C/1286/N","Woodland","South",8.04156614937624,0.253680656966458,56,973,88,NA,64,4,6,43,17,134,1
"T0153_03","T0153","03",100,63.3802746691861,"A/451/N","Woodland","South",23.2058509206253,0.407021194139857,279,731,74,FALSE,6,5,7,12,31,61,1
"T0153_04","T0153","04",94.2359007670113,66.8174306692486,"A/460/S","Woodland","South",48.0673772203834,0.428231726761696,797,743,47,FALSE,13,9,12,23,28,85,0
"T0153_05","T0153","05",100,69.9265787048301,"C/790/N","Woodland","South",29.7056130364084,0.45776539054046,831,1134,109,FALSE,53,7,24,36,17,137,1
"T0154_01","T0154","01",52.5484496684414,12.3173065981238,"E/124/S","Grassland","Central",76.6676584346523,0.673900590314599,1972,913,145,TRUE,0,0,0,0,0,0,0
"T0155_01","T0155","01",82.0073054242816,42.3026628457959,"D/561/N","Shrubland","South",76.3438860484246,0.704669933576895,151,NA,84,TRUE,0,0,0,0,0,0,1
"T0156_01","T0156","01",74.1747312688444,10.4445399862077,"B/52/S","Grassland","Central",17.0776833914265,0.290037871690146,191,1252,22,TRUE,0,0,0,0,0,0,0
"T0157_01","T0157","01",34.3141758256467,3.84080479876829,"F/1395/N","Shrubland","Central",4.8029068341713,0.258777619189653,0,1173,101,FALSE,23,8,1,12,50,94,1
"T0157_02","T0157","02",37.9776332255296,0.994380189182838,"F/1073/N","Shrubland","Central",NA,0.361040902613074,292,991,117,TRUE,0,0,0,0,0,0,0
"T0157_03","T0157","03",35.7899313275942,4.86344218471061,"E/1346/S","Shrubland","Central",32.8775838548395,0.36049539771036,270,1028,82,TRUE,0,0,0,0,0,0,0
"T0158_01","T0158","01",65.0145882977445,48.5222368500513,"F/952/N","Riparian","Central",6.73738579852293,0.206786389068589,34,847,113,FALSE,4,1,18,13,10,46,1
"T0158_02","T0158","02",69.1439276786304,43.3258577669129,"C/1350/S","Riparian","Central",6.53179473342775,0.243888331082953,735,776,96,FALSE,8,11,8,1,4,32,1
"T0159_01","T0159","01",76.0799569254228,43.3302640963805,"C/676/N","Riparian","South",42.9282821396821,0.489239160397286,87,817,48,TRUE,0,0,0,0,0,0,1
"T0159_02","T0159","02",77.2841311592976,38.7335721354078,"D/1629/N","Riparian","South",18.3913578888819,0.363340380819679,537,863,68,FALSE,14,3,1,47,5,70,1
"T0159_03","T0159","03",76.5744547833449,35.8387058774053,NA,"Riparian","South",41.7997730681117,0.453176070697926,413,838,83,FALSE,8,8,8,12,14,50,1
"T0159_04","T0159","04",80.1206255339776,38.390689426091,"D/1163/S","Riparian","South",28.13037663023,0.362579300472001,227,754,27,FALSE,12,7,25,3,31,78,0
"T0159_05","T0159","05",78.9336957424481,36.5692987079007,"F/1790/S",NA,"South",48.4525108994325,0.488194205660531,123,1030,6,TRUE,0,0,0,0,0,0,1
"T0160_01","T0160","01",5.654995369197,76.4341750843736,"C/1592/S","Grassland","Central",51.9748836087069,0.517848802217726,409,909,NA,FALSE,13,10,11,13,16,63,1
"T0160_02","T0160","02",3.93358216282732,76.1854155241578,"A/188/S","Grassland","Central",54.6339438098753,0.530414335446536,6,1179,48,FALSE,0,16,14,1,9,40,1
"T0160_03","T0160","03",6.35495612119088,77.2358919740216,"A/1528/N","Grassland","Central",22.0405793343907,0.341375673670332,819,834,48,FALSE,1,26,1,38,3,69,0
"T0160_04","T0160","04",1.1654094223865,76.0114150172569,"A/1506/S","Grassland",NA,76.0605418510861,0.666507859452066,469,882,70,FALSE,21,20,28,19,10,98,1
"T0160_05","T0160","05",2.79082218995238,80.1507265725159,"B/1391/N","Grassland","Central",6.78335457376899,0.237172301334344,488,898,72,FALSE,27,23,11,26,3,90,0
"T0160_06","T0160","06",0,75.6416133146364,"D/54/N","Grassland","Central",42.9249932934074,0.395392281338976,749,NA,49,FALSE,40,5,38,3,5,91,1
"T0160_07","T0160","07",0.290831433701496,69.5970047156499,"D/1108/N","Grassland","Central",22.6060348006173,0.337153560895484,124,1023,77,FALSE,5,35,6,7,7,60,0
"T0160_08","T0160","08",1.253773183025,71.828374778549,"F/1650/S","Grassland","Central",29.2212590712787,0.387304560269346,436,974,68,FALSE,23,3,21,30,9,86,1
"T0161_01","T0161","01",12.5488203644091,97.3200638774863,"C/2/N","Woodland","South",28.3282075858853,0.453035041476718,234,1079,58,TRUE,0,0,0,0,0,0,0
"T0162_01","T0162","01",50.8393114882702,48.8899396815869,"E/1481/S","Grassland","South",65.0527403083032,0.586695756540652,377,1202,91,FALSE,19,NA,3,21,15,68,1
"T0163_01","T0163","01",95.4998781315305,31.4537231087401,"B/1716/N","Woodland","Central",22.3087601648091,0.292791792052206,353,966,114,FALSE,1,1,7,13,121,143,1
"T0163_02","T0163","02",85.3453143698879,36.278848601098,"C/679/S","Woodland","Central",52.6899506121707,0.40133815409756,NA,1155,34,FALSE,55,1,12,15,12,95,1
"T0164_01","T0164","01",10.9366951644454,68.8300710845573,"D/1597/N","Grassland","North",48.7184176478472,0.4914874489818,676,1137,23,FALSE,29,17,20,NA,20,88,1
"T0165_01","T0165","01",14.0150865985927,27.3729155696182,"B/1669/S","Woodland","South",76.97040762762,0.542353092872002,533,958,89,TRUE,0,0,0,0,0,0,0
"T0166_01","T0166","01",39.8485066062075,18.0793203215067,"C/1409/N","Riparian",NA,57.4210078242106,0.495426289603331,1034,955,46,FALSE,22,3,30,3,17,75,1
"T0167_01","T0167","01",7.42563817905643,49.0122263969777,"D/1112/S","Shrubland","South",0,0.101341165058083,986,1082,63,FALSE,3,13,0,12,25,53,0
"T0168_01","T0168","01",49.4308726359202,26.3895994426264,"C/125/N","Grassland","North",56.2866900246507,0.522065783939264,476,898,57,NA,0,5,8,85,8,106,1
"T0168_02","T0168","02",43.9572912670625,31.011182042913,"B/683/S","Grassland","North",63.8288309285988,0.628846818214832,NA,1064,102,FALSE,29,10,11,1,0,51,1
"T0168_03","T0168","03",43.211191090045,29.441691945908,"B/1304/N","Grassland","North",22.6997813274885,0.376290774420422,446,937,28,FALSE,13,94,4,61,11,183,0
"T0168_04","T0168","04",44.1259747807155,25.7558984756382,"A/1298/N","Grassland","North",55.341420905705,0.483345129705292,79,909,106,FALSE,13,25,23,49,1,111,1
"T0168_05","T0168","05",45.0125927787044,27.3504046854458,"A/1432/N","Grassland","North",3.49634770424585,0.236562345332329,491,941,115,FALSE,14,54,34,17,38,157,0
"T0168_06","T0168","06",43.5873644349382,26.0476702983753,"C/1728/S","Grassland","North",32.0572382239511,0.356735263759045,1285,704,63,TRUE,0,0,0,0,0,0,0
"T0169_01","T0169","01",49.9019216207646,100,"B/1185/N","Riparian","South",41.5150814286733,NA,287,948,44,FALSE,0,5,18,8,6,37,1
"T0170_01","T0170","01",8.67228009062042,35.5200414744934,"B/931/S","Grassland","North",48.4845889100622,0.467129376177858,208,836,108,FALSE,14,8,20,20,20,82,0
"T0170_02","T0170","02",7.14720733033641,39.6682100243274,"F/148/S","Grassland","North",49.3372111014569,0.52535308284493,714,710,102,NA,16,18,21,2,23,80,0
"T0170_03","T0170","03",9.90153061834623,35.8304268066428,"C/580/N","Grassland","North",58.5715832152192,0.50665784329611,539,638,53,TRUE,0,0,0,0,0,0,0
"T0170_04","T0170","04",10.5339683704143,38.775896611779,"A/1454/N","Grassland","North",27.26264513526,0.371167845112058,856,644,65,FALSE,43,15,44,NA,5,157,1
"T0171_01","T0171","01",81.1513212716145,18.8414200360806,"E/130/N","Shrubland","Central",14.9426445676825,0.24683346399354,390,656,76,TRUE,0,0,0,0,0,0,0
"T0171_02","T0171","02",75.8209058147395,23.3173001385051,"E/134/N","Shrubland","Central",55.4749414306068,0.510014793852936,388,879,39,TRUE,0,0,0,0,0,0,1
"T0171_03","T0171","03",84.3153283040859,19.302454070408,"E/1788/S","Shrubland","Central",39.1908623544085,0.481226902712947,973,924,32,FALSE,15,21,6,1,17,60,1
"T0172_01","T0172","01",77.3358725193911,8.02502471510022,"F/1113/N","Woodland","North",NA,0.409074600796839,103,612,69,TRUE,0,0,0,0,0,0,0
"T0172_02","T0172","02",69.6777489657353,7.78971823645776,"B/456/S","Woodland","North",61.3121438050896,0.57200759117639,188,864,70,FALSE,18,1,3,2,18,42,1
"T0172_03","T0172","03",69.3303501050885,4.25646647616237,"A/1729/N","Woodland","North",35.695520587889,0.444774751173264,2011,883,0,FALSE,1,18,49,37,2,107,0
"T0172_04","T0172","04",74.1376100418336,9.284612038854,"C/1690/S","Woodland","North",51.5453346386519,0.547805156339295,9,860,48,TRUE,0,0,0,0,0,0,0
"T0172_05","T0172","05",70.375627911543,5.9752461590926,"B/1642/N","Woodland","North",35.1134772305172,0.374728877705926,566,905,42,FALSE,26,1,17,1,29,74,1
"T0173_01","T0173","01",53.1416465316781,78.3629438293648,"E/1030/S","Woodland","South",57.5636369451736,0.47984355652487,95,1051,63,FALSE,2,8,2,1,1,14,1
"T0173_02","T0173","02",44.1633687608926,81.0419380834193,"D/142/S","Woodland","South",61.8238049777345,0.59131023613447,324,1095,34,FALSE,6,9,NA,4,27,67,1
"T0174_01","T0174","01",80.2613614042753,45.4108982155773,"D/543/S","Woodland","South",27.0705059093397,0.365911923027103,815,797,30,FALSE,26,2,4,12,1,45,0
"T0174_02","T0174","02",78.2446042884439,46.2677680659244,"C/1717/N","Woodland","South",38.2396474615216,0.434393716901093,686,1160,53,FALSE,12,6,48,30,12,108,0
"T0175_01","T0175","01",22.8639783815208,27.1090465474915,"E/560/S","Woodland","South",57.0861524873106,0.527445847493491,951,1164,39,FALSE,3,34,22,10,8,77,1
"T0176_01","T0176","01",56.8396129750418,36.2817474308751,"B/1401/S","Shrubland","South",54.0369087485303,0.45091396045883,555,883,66,FALSE,12,1,27,39,1,80,1
"T0176_02","T0176","02",59.5776899035501,22.0926948343409,"E/812/N","Shrubland","South",42.9777488119258,0.530732394390827,254,728,44,FALSE,3,18,1,9,24,55,1
"T0176_03","T0176","03",55.7257523954811,31.6422710329652,"C/1030/S","Shrubland","South",34.0655427227558,0.388908790674729,763,881,28,FALSE,7,4,19,4,11,45,1
"T0176_04","T0176","04",55.2075873741817,26.8650234874594,"F/1652/N","Shrubland","South",55.2404932956595,0.578243610760195,445,855,NA,FALSE,24,4,1,24,2,55,1
"T0177_01","T0177","01",85.6830662514856,38.2266379557906,"C/446/S","Woodland","Central",18.774397250432,0.276449170492937,417,960,58,FALSE,4,40,4,37,22,107,0
"T0177_02","T0177","02",86.4307856042142,37.1318952009828,"A/1649/S","Woodland","Central",17.2174358394843,0.331974349517186,231,819,55,TRUE,0,0,0,0,0,0,0
"T0177_03","T0177","03",87.6154252394036,36.7066089949012,NA,"Woodland","Central",9.52418248347783,0.244472925439098,105,815,NA,FALSE,6,18,8,1,7,40,0
"T0178_01","T0178","01",92.4287400093439,33.9139857080163,"C/1436/N","Riparian","South",55.9926271940004,0.570443104602098,101,745,91,FALSE,7,37,4,4,30,82,1
"T0178_02","T0178","02",98.6041385830437,38.9369242047435,"B/94/N","Riparian","South",77.2091459781686,0.702385309423802,973,808,24,FALSE,30,7,3,2,44,86,1
"T0178_03","T0178","03",94.4167431914526,36.6942586917374,"E/144/S","Riparian","South",48.2723389555201,0.507694706127237,550,837,81,FALSE,4,20,31,41,NA,155,1
"T0178_04","T0178","04",94.6980237394767,41.8184162581502,"A/237/N","Riparian","South",66.7876876683288,0.576392394304879,55,885,61,TRUE,0,0,0,0,0,0,1
"T0178_05","T0178","05",92.9271102885611,32.8180706914963,"D/368/N","Riparian","South",59.2549578675926,0.537596447198213,749,1195,88,FALSE,3,20,9,0,1,33,1
"T0178_06","T0178","06",94.2364090639352,37.9688441290095,"C/708/S","Riparian","South",24.3551152933654,0.328028506374514,30,1050,40,FALSE,1,6,2,0,24,33,1
"T0179_01","T0179","01",99.6071216998242,34.8778835481499,"F/1172/N","Woodland","North",42.9764866795594,0.435323491194643,50,725,78,FALSE,2,1,6,11,24,44,1
"T0179_02","T0179","02",100,40.6888390715547,"F/638/N","Woodland","North",16.1503954360061,0.290616560136729,30,870,66,TRUE,0,0,0,0,0,0,0
"T0179_03","T0179","03",99.3728324076554,41.7100796863017,"F/1599/S","Woodland","North",59.1576059311091,0.551161279846073,124,1056,108,TRUE,0,0,0,0,0,0,1
"T0180_01","T0180","01",48.2658201104365,75.1709183526874,"F/1015/S","Grassland","North",57.171945717487,0.575221227728509,747,1047,79,FALSE,2,10,16,8,57,93,1
"T0180_02","T0180","02",55.874796930416,75.8524194179038,"D/617/N","Grassland","North",46.8626004906669,0.491354832869792,1180,829,57,FALSE,2,4,5,15,NA,33,1
"T0180_03","T0180","03",55.9544940422071,75.5788421998886,"E/258/S","Grassland","North",37.3577971383851,0.393983597538734,26,758,94,FALSE,14,9,5,5,50,83,1
"T0180_04","T0180","04",56.1709828015697,76.4256245320271,"C/1132/S","Grassland","North",48.665234663497,0.518143983026748,100,870,106,FALSE,43,3,25,5,12,88,1
"T0180_05","T0180","05",52.3908598749892,78.6374474710403,"F/332/S","Grassland","North",10.4226637452055,0.287876317065169,1263,777,92,FALSE,59,6,17,6,1,89,0
"T0180_06","T0180","06",48.7560038977704,77.4394880784668,"F/1595/S","Grassland","North",46.019368535489,0.45956716090144,65,1102,83,TRUE,0,0,0,0,0,0,1
"T0180_07","T0180","07",52.5539987875822,81.2902924777631,"A/737/N","Grassland","North",83.8852899359185,0.719968169363171,115,764,46,FALSE,6,4,10,22,36,78,1
"T0180_08","T0180","08",49.3434742847805,81.4084177694905,"E/1612/N","Grassland","North",24.4682737217511,0.347633836186788,345,837,59,FALSE,NA,2,6,24,9,71,0
"T0181_01","T0181","01",2.22743207303791,77.1532586287693,"D/1535/N","Shrubland","North",7.88871998508266,0.236786206030477,541,921,26,FALSE,4,20,8,4,8,44,0
"T0181_02","T0181","02",5.28881379757504,79.1673374832278,"F/1018/N","Shrubland","North",25.5179344945301,0.33195337623808,734,778,60,FALSE,1,4,25,NA,9,49,0
"T0181_03","T0181","03",5.15851720922981,83.1128996319822,"B/1352/N","Shrubland","North",NA,0.517960297915839,250,1079,92,FALSE,34,8,8,6,NA,85,1
"T0182_01","T0182","01",26.919408310117,30.2634788939807,"B/616/S","Shrubland","South",43.3340612617433,0.441210610043377,179,737,57,FALSE,8,3,7,9,14,41,1
"T0183_01","T0183","01",91.4381156013377,72.2148322190612,"A/667/S","Grassland","South",22.139640662345,0.302899381807895,37,758,41,FALSE,5,28,2,1,9,45,1
"T0183_02","T0183","02",93.217474524671,68.2053093524252,"E/1673/S","Grassland","South",18.1381617718447,0.270505683934837,151,945,94,FALSE,1,1,17,11,52,82,1
"T0183_03","T0183","03",90.8450258048575,71.4572960336331,"A/992/N","Grassland","South",28.0349846459121,0.367789938671486,234,NA,77,FALSE,1,19,6,27,29,82,1
"T0184_01","T0184","01",62.3124483216701,30.7149217711375,"E/282/S","Grassland","South",66.2071912619279,0.598456450712754,198,695,81,FALSE,16,8,1,1,23,49,1
"T0185_01","T0185","01",30.2090068653773,91.2076012594956,"A/230/N","Grassland","North",NA,0.548002680540138,403,724,60,FALSE,37,55,34,7,9,142,0
"T0185_02","T0185","02",31.2007106719634,82.019917508228,"A/860/S","Grassland","North",23.6697554138401,0.34801338078348,330,751,112,FALSE,24,34,28,0,34,120,0
"T0185_03","T0185","03",28.5292899181252,85.983176305094,"C/731/N","Grassland","North",58.8437417010267,0.589410122777973,278,828,49,TRUE,0,0,0,0,0,0,0
"T0185_04","T0185","04",37.3402397241981,87.7341397475316,"F/1393/N","Grassland","North",24.671258209196,0.322760095525217,682,910,99,TRUE,NA,0,0,0,0,0,0
"T0185_05","T0185","05",27.8976239095105,85.7499334428661,"C/905/N","Grassland","North",33.6944719110493,0.310868170590058,456,969,42,TRUE,0,0,0,0,0,0,0
